belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",629,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",16.302466,"[{'name': 'Blue Parrot Productions', 'id': 361}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-19,23341568.0,106.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3334.0
"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",11000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,42.149697,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-05-25,775398007.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A long time ago in a galaxy far, far away...",Star Wars,8.1,6778.0
,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",694,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",19.611589,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peregrine', 'id': 11272}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1980-05-22,44017374.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A masterpiece of modern horror.,The Shining,8.1,3890.0
,1300000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",103,en,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",14.092713,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Italo/Judeo Productions', 'id': 46059}, {'name': 'Bill/Phillips', 'id': 46060}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-02-07,28262574.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632.0
,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",157336,en,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,32.213481,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Lynda Obst Productions', 'id': 13769}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-11-05,675120017.0,169.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,11187.0
,16400000,"[{'id': 18, 'name': 'Drama'}]",207,en,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-02,235860116.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2786.0
"{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}",1200000,"[{'id': 37, 'name': 'Western'}]",429,it,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",16.788787,"[{'name': 'United Artists', 'id': 60}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}, {'name': 'Arturo González Producciones Cinematográficas S.A.', 'id': 42498}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1966-12-23,6000000.0,161.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,For three men the Civil War wasn't hell. It was practice.,"The Good, the Bad and the Ugly",8.1,2371.0
,5000000,"[{'id': 37, 'name': 'Western'}]",335,it,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,15.589351,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rafran Cinematografica', 'id': 218}, {'name': 'Finanzia San Marco', 'id': 11386}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-12-21,5321508.0,175.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,8.1,1160.0
,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",27205,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-07-14,825532764.0,148.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your mind is the scene of the crime.,Inception,8.1,14075.0
"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",105,en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-03,381109762.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,6239.0
,3180000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1585,en,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",15.031588,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Liberty Films (II)', 'id': 11770}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-12-20,9644124.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8.0,1103.0
"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",120,en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,871368364.0,178.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8892.0
,2479000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",426,en,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",18.20822,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Alfred J. Hitchcock Productions', 'id': 10715}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-05-09,28000000.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,Vertigo,8.0,1162.0
,839727,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",15,en,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",15.811921,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Mercury Productions', 'id': 11447}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-04-30,23217674.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's Terrific!,Citizen Kane,8.0,1244.0
"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",79000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",121,en,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-18,926287400.0,179.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7641.0
,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",8392,ja,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",13.507299,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Tokuma Japan Communications Co. Ltd.', 'id': 12523}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-04-16,0.0,86.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,These strange creatures still exist in Japan. Probably.,My Neighbor Totoro,8.0,1730.0
,31500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",28,en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",13.5963,"[{'name': 'United Artists', 'id': 60}, {'name': 'Zoetrope Studios', 'id': 26663}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-08-15,89460381.0,153.0,"[{'iso_639_1': 'km', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,This is the end...,Apocalypse Now,8.0,2112.0
,2200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",185,en,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",17.112594,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-12-18,26589000.0,136.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",A Clockwork Orange,8.0,3432.0
,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1124,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",16.94556,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-10-19,109676311.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Are You Watching Closely?,The Prestige,8.0,4510.0
,1800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",935,en,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",9.80398,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-01-29,9440272.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0
"{'id': 4563, 'name': 'The Vengeance Collection', 'poster_path': '/ilyS5xmHzMtTq4ngVRNKvZEbSRo.jpg', 'backdrop_path': '/t5zZZOvXK8m5z1omMdEEWcL6ywl.jpg'}",3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",670,ko,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",10.616859,"[{'name': 'Egg Films', 'id': 398}, {'name': 'Show East', 'id': 399}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2003-01-01,14980005.0,120.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"15 years of imprisonment, five days of vengeance",Oldboy,8.0,2000.0
